Timestamp;DSOax;DSOay;DSOaz;DSOgx;DSOgy;DSOgz;W12ax;W12ay;W12az;MDLmx;MDLmy;MDLmz
-1198385787;0;-2;1019;140;70;490;-11;-41;1010;-885;840;-145
-1197829587;0;-2;1020;140;70;560;-11;-41;1010;-885;840;-145
-1197273389;0;-2;1021;140;0;560;-9;-40;1008;-882;837;-150
-1196717201;0;-2;1021;140;0;560;-9;-40;1008;-882;837;-150
-1196160993;0;0;1020;140;0;490;-9;-40;1013;-882;835;-141
-1195604815;0;0;1020;140;-70;490;-10;-38;1006;-880;838;-145
-1195048611;0;-1;1018;140;-70;490;-10;-38;1006;-880;838;-145
-1194492405;0;-1;1019;140;0;490;-9;-38;1012;-885;838;-139
-1193936219;0;-1;1019;140;0;490;-9;-41;1011;-885;831;-139
-1193380021;0;-1;1019;140;70;490;-9;-41;1011;-885;831;-139
-1192823829;0;-1;1020;140;0;490;-9;-38;1014;-874;841;-136
-1192267619;0;-2;1020;140;0;490;-9;-38;1014;-874;841;-136
-1191711427;-1;-2;1019;140;0;490;-10;-38;1011;-877;823;-130
-1191155231;-1;-2;1019;140;0;490;-10;-40;1004;-876;835;-145
-1190599033;-1;-2;1019;140;0;490;-10;-40;1004;-876;835;-145
-1190042855;-1;-1;1019;140;0;490;-11;-39;1018;-877;838;-148
-1189486651;-1;-1;1019;140;0;490;-11;-39;1018;-882;837;-144
-1188930457;-2;-2;1020;140;0;490;-9;-40;1013;-882;837;-144
-1188374257;-2;-2;1020;210;0;560;-10;-37;1008;-880;834;-148
-1187818063;-2;-1;1020;210;0;560;-10;-37;1008;-879;837;-141
-1187261875;-1;-1;1019;140;70;490;-9;-36;1008;-879;837;-141
-1186705661;-1;-1;1019;140;70;490;-10;-38;1013;-882;844;-151
-1186149483;-1;-2;1019;210;70;490;-10;-38;1013;-882;844;-151
-1185593271;-1;-2;1019;210;70;560;-11;-37;1011;-879;841;-142
-1185037077;-1;-2;1019;210;70;560;-11;-37;1011;-877;846;-141
-1184480879;-1;-3;1018;210;0;560;-9;-37;1012;-877;846;-141
-1183924685;-1;-3;1018;210;0;560;-10;-39;1017;-885;832;-136
-1183368483;0;-1;1024;210;0;560;-10;-39;1017;-885;838;-136
-1182812299;0;-2;1017;140;70;560;-10;-37;1014;-885;838;-136
-1182256103;0;-2;1017;140;70;560;-10;-37;1014;-874;837;-150
-1181699907;0;0;1019;210;0;490;-8;-41;1011;-874;837;-148
-1181143701;-1;-1;1017;140;70;490;-10;-40;1018;-879;837;-148
-1180587503;-1;-1;1017;140;70;490;-10;-40;1018;-882;846;-138
-1180031309;0;-1;1021;210;0;560;-10;-43;1006;-882;846;-138
-1179475119;0;-1;1021;210;0;490;-10;-40;1018;-888;832;-139
-1178918923;1;-2;1021;210;0;490;-10;-40;1018;-879;837;-142
-1178362731;0;-1;1019;140;0;490;-9;-39;1006;-879;837;-142
-1177806529;0;-1;1019;140;0;490;-9;-39;1006;-876;829;-135
-1177250337;1;-1;1019;140;0;490;-10;-39;1012;-873;838;-138
-1176694133;1;-1;1018;140;70;560;-8;-38;1013;-873;838;-138
-1176137939;0;-1;1018;140;70;560;-8;-38;1013;-885;832;-142
-1175581759;0;-1;1020;210;0;560;-9;-37;1007;-885;832;-142
-1175025557;0;-1;1020;210;0;560;-9;-37;1007;-882;841;-142
-1174469347;0;-1;1020;210;0;560;-10;-38;1013;-882;835;-142
-1173913163;-1;-1;1019;210;0;560;-10;-38;1016;-882;835;-142
-1173356961;-1;-1;1019;210;0;560;-10;-38;1016;-880;840;-139
-1172800767;0;-2;1020;210;0;560;-9;-40;1010;-883;838;-144
-1172244573;0;-2;1020;140;70;490;-10;-37;1013;-883;838;-144
-1171688377;-1;-2;1020;140;70;490;-10;-37;1013;-888;829;-139
-1171132171;-1;-2;1020;210;70;560;-9;-39;1011;-876;840;-138
-1170575985;-1;-2;1020;210;70;560;-9;-39;1011;-876;840;-138
-1170019795;-1;-2;1020;140;0;560;-11;-40;1014;-873;832;-153
-1169463587;-2;-2;1019;140;0;490;-11;-34;1014;-873;832;-153
-1168907401;-2;-2;1019;140;0;490;-11;-34;1014;-877;837;-135
-1168351201;0;-1;1020;140;0;560;-10;-40;1011;-877;826;-141
-1167795007;0;-1;1020;140;0;490;-10;-40;1011;-877;826;-141
-1167238811;-1;-1;1019;140;0;490;-7;-40;1014;-874;840;-144
-1166682611;0;0;1020;140;0;490;-10;-39;1011;-892;826;-144
-1166126419;0;0;1020;140;0;490;-10;-39;1011;-892;826;-144
-1165570221;0;-1;1020;140;70;490;-10;-36;1009;-868;838;-142
-1165014025;-1;-2;1019;140;0;560;-9;-40;1014;-868;838;-138
-1164457821;-1;-2;1019;140;0;560;-9;-40;1014;-880;834;-138
-1163901629;0;-1;1020;140;0;490;-9;-40;1015;-888;840;-147
-1163345431;0;-1;1020;140;0;560;-9;-40;1015;-888;840;-147
-1162789233;0;-1;1019;140;0;560;-10;-42;1007;-883;840;-141
-1162233037;1;-2;1020;140;70;490;-9;-39;1013;-879;834;-138
-1161676859;1;-2;1020;140;70;490;-9;-39;1013;-879;834;-138
-1161120657;0;-1;1019;140;70;490;-10;-40;1013;-885;835;-129
-1160564455;0;-1;1020;140;70;490;-10;-40;1013;-882;841;-142
-1160008261;0;-1;1020;140;70;490;-10;-40;1014;-882;841;-142
-1159452055;0;-1;1019;140;0;560;-8;-39;1011;-883;834;-139
-1158895861;0;-1;1019;140;70;560;-8;-39;1011;-883;834;-139
-1158339665;0;-1;1019;140;70;560;-10;-40;1014;-885;840;-144
-1157783477;0;-1;1018;140;0;560;-10;-39;1010;-888;841;-141
-1157227283;0;-1;1018;140;0;560;-10;-39;1010;-888;841;-141
-1156671077;-1;-2;1021;140;70;490;-10;-41;1013;-883;835;-144
-1156114889;-1;-2;1020;210;70;560;-10;-41;1013;-874;838;-141
-1155558691;-2;-2;1020;210;70;560;-9;-37;1012;-874;838;-141
-1155002495;-1;-2;1019;210;70;560;-10;-39;1015;-888;835;-144
-1154446311;-1;-2;1019;210;70;490;-10;-39;1015;-888;841;-135
-1153890105;-3;-1;1018;140;0;490;-9;-37;1012;-879;841;-135
-1153333913;-1;-1;1020;210;0;490;-9;-37;1012;-882;832;-136
-1152777703;-1;-1;1020;210;0;490;-10;-37;1011;-882;832;-136
-1152221519;0;-2;1020;140;0;560;-10;-38;1014;-885;834;-139
-1151665311;0;-2;1020;140;0;490;-10;-38;1014;-876;828;-148
-1151109127;-1;-2;1019;140;0;490;-11;-41;1014;-876;828;-148
-1150552931;0;-1;1019;140;0;490;-10;-39;1007;-888;837;-141
-1149996729;0;-1;1019;140;0;490;-10;-39;1007;-880;840;-139
-1149440537;0;-1;1019;140;0;490;-8;-42;1011;-880;840;-139
-1148884339;0;-1;1020;140;0;560;-8;-42;1011;-879;838;-142
-1148328139;0;-1;1020;140;0;560;-8;-40;1012;-879;838;-145
-1147771951;1;-2;1020;140;0;560;-9;-40;1006;-883;837;-145
-1147215757;1;-2;1020;140;70;490;-9;-40;1006;-889;850;-142
-1146659549;0;-1;1018;140;70;490;-10;-40;1015;-889;850;-142
-1146103361;0;-2;1019;140;0;490;-10;-40;1015;-879;832;-150
-1145547167;0;-2;1019;140;0;490;-9;-41;1015;-888;831;-147
-1144990969;0;-2;1020;210;0;490;-8;-39;1012;-888;831;-147
-1144434773;0;-1;1020;140;0;560;-8;-39;1012;-882;840;-141
-1143878573;0;-1;1020;140;0;560;-10;-39;1007;-883;829;-145
-1143322371;0;-1;1019;140;0;560;-9;-39;1014;-883;829;-145
-1142766177;0;-1;1019;140;0;560;-9;-39;1014;-876;840;-139
-1142209985;0;-2;1020;140;0;560;-9;-39;1011;-876;840;-139
-1141653793;-1;-1;1020;140;0;560;-9;-39;1011;-883;832;-139
-1141097601;-1;-1;1020;140;0;560;-10;-38;1010;-885;844;-139
-1140541411;-1;-2;1019;210;0;490;-10;-39;1010;-885;844;-139
-1139985205;-1;-1;1019;210;0;490;-10;-39;1010;-885;834;-136
-1139429011;-1;-1;1019;210;0;490;-8;-39;1010;-886;838;-141
-1138872813;-2;-1;1020;210;70;490;-8;-39;1010;-886;838;-141
-1138316619;-2;-1;1020;210;0;490;-10;-37;1013;-880;835;-142
-1137760425;-1;-1;1020;210;0;490;-10;-37;1011;-877;838;-136
-1137204223;-1;-2;1020;210;0;560;-10;-37;1011;-877;838;-136
-1136648031;-1;-2;1020;210;0;560;-9;-37;1013;-877;831;-145
-1136091829;0;-1;1020;210;0;560;-10;-40;1016;-877;831;-145
-1135535633;0;-2;1019;140;0;490;-10;-40;1016;-879;835;-145
-1134979433;0;-2;1019;140;0;490;-9;-37;1007;-882;838;-130
-1134423237;0;-1;1019;140;0;560;-9;-37;1007;-882;838;-130
-1133867059;0;-1;1019;140;0;560;-10;-42;1013;-892;844;-142
-1133310855;0;-1;1020;140;0;560;-10;-41;1015;-883;835;-136
-1132754665;0;-1;1020;210;0;490;-10;-41;1015;-883;835;-136
-1132198461;0;-1;1020;210;0;490;-10;-41;1010;-873;849;-141
-1131642255;0;-2;1019;210;0;490;-10;-41;1010;-873;849;-144
-1131086079;0;-2;1019;140;70;490;-9;-39;1007;-888;844;-144
-1130529865;0;-2;1019;140;70;490;-9;-42;1011;-882;840;-139
-1129973675;0;-1;1020;140;0;490;-9;-42;1011;-882;840;-139
-1129417483;0;-1;1020;140;0;490;-10;-41;1017;-879;829;-145
-1128861297;0;-1;1020;210;0;560;-10;-40;1013;-877;832;-144
-1128305089;1;-2;1021;210;0;490;-10;-40;1013;-877;832;-144
-1127748893;1;-2;1021;210;0;490;-10;-36;1010;-885;835;-148
-1127192691;0;-2;1019;140;0;560;-10;-36;1010;-877;834;-142
-1126636503;0;-2;1019;140;70;560;-11;-40;1015;-877;834;-142
-1126080307;-1;-2;1019;140;70;560;-9;-38;1012;-882;838;-138
-1125524113;-2;-1;1020;210;0;490;-9;-38;1012;-882;838;-138
-1124967923;-2;-1;1020;210;0;490;-10;-40;1009;-882;834;-142
-1124411727;-1;-1;1020;210;0;490;-10;-40;1009;-877;835;-147
-1123855499;-1;-1;1021;210;0;560;-8;-36;1009;-877;835;-147
-1123299329;-1;-1;1021;210;0;560;-10;-39;1012;-880;837;-138
-1122743129;-1;-1;1020;210;70;560;-10;-39;1012;-876;832;-142
-1122186925;-1;-1;1020;210;0;490;-9;-36;1015;-876;832;-142
-1121630731;-2;-2;1019;210;0;490;-12;-40;1012;-880;835;-145
-1121074533;-2;-1;1019;210;0;490;-12;-40;1012;-880;838;-138
-1120518351;-2;-1;1019;210;0;490;-10;-36;1011;-877;838;-138
-1119962151;0;-1;1020;140;0;560;-10;-36;1011;-880;838;-138
-1119405945;0;-1;1019;140;0;560;-10;-41;1014;-880;838;-138
-1118849761;0;-1;1019;140;0;560;-8;-41;1014;-874;834;-145
-1118293561;0;-2;1019;210;70;560;-8;-41;1014;-876;835;-141
-1117737369;0;-2;1019;210;0;490;-10;-43;1011;-876;835;-141
-1117181169;0;-1;1020;210;0;490;-10;-43;1011;-883;838;-138
-1116624973;0;-1;1020;140;0;490;-9;-37;1008;-882;837;-145
-1116068773;0;-1;1020;140;0;490;-9;-42;1012;-882;837;-145
-1115512581;1;-1;1019;140;0;490;-9;-42;1012;-879;831;-144
-1114956377;1;-1;1019;210;0;490;-8;-37;1013;-879;831;-144
-1114400183;0;-1;1019;210;0;490;-10;-41;1013;-876;835;-135
-1113843993;0;-1;1021;210;0;560;-10;-41;1013;-879;832;-151
-1113287789;0;-1;1021;210;0;560;-10;-36;1013;-879;832;-151
-1112731601;1;-2;1020;140;0;560;-10;-36;1013;-880;844;-144
-1112175407;0;-2;1019;210;0;490;-9;-41;1009;-880;834;-144
-1111619211;0;-2;1019;210;0;490;-10;-40;1012;-880;834;-144
-1111063013;-1;-2;1021;280;0;490;-10;-40;1012;-879;831;-136
-1110506819;-1;-2;1021;140;0;560;-10;-38;1013;-882;843;-139
-1109950621;0;0;1020;140;0;560;-10;-38;1013;-882;843;-139
-1109394429;-1;-1;1021;210;0;490;-8;-39;1012;-882;838;-141
-1108838231;-1;-1;1021;210;0;490;-11;-35;1001;-882;838;-141
-1108282031;-4;-3;1012;140;70;560;-11;-35;1001;-883;829;-147
-1107725835;0;1;1028;280;0;490;-7;-38;1024;-891;832;-133
-1107169631;0;1;1028;280;0;490;-12;-37;1002;-891;832;-133
-1106613445;-1;-2;1013;70;70;560;-12;-37;1002;-879;838;-138
-1106057259;-1;-2;1013;210;0;490;-9;-38;1018;-876;831;-147
-1105501057;-1;0;1024;210;0;490;-9;-38;1018;-876;831;-147
-1104944855;0;-1;1019;210;0;560;-9;-40;1013;-873;834;-151
-1104388663;0;-1;1019;210;0;560;-11;-39;1006;-873;837;-139
-1103832457;-1;-3;1017;140;0;490;-11;-39;1006;-874;837;-139
-1103276273;1;0;1025;280;-70;490;-7;-40;1018;-874;835;-142
-1102720075;1;0;1025;280;-70;490;-7;-40;1018;-874;835;-142
-1102163873;0;-1;1016;70;70;490;-9;-39;1005;-879;831;-139
-1101607683;0;-1;1016;140;0;490;-9;-39;1012;-885;840;-151
-1101051477;0;-1;1020;140;0;490;-9;-39;1012;-885;840;-151
-1100495289;0;-1;1020;210;0;560;-9;-37;1015;-876;837;-145
-1099939093;0;-1;1020;210;0;560;-12;-40;1007;-883;846;-142
-1099382891;0;-1;1018;140;0;560;-12;-40;1007;-883;846;-142
-1098826703;0;0;1022;140;0;490;-10;-40;1024;-883;829;-144
-1098270505;0;0;1022;140;0;490;-10;-40;1024;-883;829;-144
-1097714301;0;-3;1017;140;0;560;-10;-41;1009;-877;834;-141
-1097158123;0;-3;1017;140;70;490;-11;-40;1007;-886;838;-138
-1096601927;0;-1;1020;210;70;490;-11;-40;1007;-886;838;-138
-1096045725;0;0;1020;210;70;560;-8;-40;1012;-879;837;-142
-1095489519;0;0;1020;210;70;560;-8;-40;1012;-891;829;-150
-1094933337;-1;-2;1017;140;70;490;-9;-41;1012;-891;829;-150
-1094377133;-1;-2;1020;210;0;490;-9;-38;1008;-877;840;-138
-1093820935;-1;-1;1020;210;0;490;-9;-38;1008;-877;831;-141
-1093264751;-2;-2;1019;210;0;560;-10;-38;1009;-877;831;-141
-1092708543;-2;-2;1019;210;0;560;-10;-39;1010;-882;838;-144
-1092152351;-1;-2;1020;210;0;560;-10;-39;1010;-882;838;-144
-1091596145;-1;0;1020;210;0;490;-10;-38;1015;-868;835;-139
-1091039961;-1;0;1020;210;0;490;-10;-38;1015;-888;832;-129
-1090483763;0;-2;1020;210;0;490;-10;-40;1011;-888;832;-129
-1089927567;0;-2;1020;140;0;560;-9;-40;1014;-882;832;-148
-1089371361;-1;-2;1020;140;0;560;-9;-40;1014;-885;831;-135
-1088815181;-1;-2;1019;140;70;560;-10;-41;1009;-885;831;-135
-1088258973;-1;-2;1019;140;70;560;-10;-41;1009;-873;837;-142
-1087702781;0;-1;1020;210;70;560;-10;-41;1012;-873;831;-145
-1087146585;0;-1;1019;140;70;560;-8;-38;1006;-885;831;-145
-1086590383;0;-1;1019;140;70;560;-8;-38;1006;-891;832;-136
-1086034193;0;-1;1020;140;0;560;-9;-43;1011;-891;832;-136
-1085477989;0;-1;1020;210;0;560;-9;-40;1013;-883;835;-141
-1084921797;0;-1;1020;210;0;560;-9;-40;1013;-877;837;-141
-1084365605;0;-2;1020;210;0;560;-9;-38;1008;-877;837;-141
-1083809411;0;-2;1020;210;0;560;-9;-38;1008;-892;840;-136
-1083253209;0;0;1019;210;70;490;-11;-38;1007;-880;829;-145
-1082697017;0;-2;1019;140;70;490;-10;-40;1013;-880;829;-145
-1082140825;0;-2;1019;140;70;490;-10;-40;1013;-880;837;-142
-1081584625;-1;-1;1020;210;0;560;-9;-38;1013;-880;837;-142
-1081028439;-1;-1;1020;140;0;490;-9;-38;1013;-886;835;-142
-1080472229;0;-2;1020;140;0;490;-10;-39;1010;-882;846;-141
-1079916031;0;-1;1019;210;70;490;-8;-39;1014;-882;846;-141
-1079359831;0;-1;1019;210;70;490;-8;-39;1014;-885;831;-142
-1078803645;-1;-1;1019;210;-70;490;-9;-41;1008;-868;837;-147
-1078247453;-1;-1;1020;210;0;560;-10;-37;1014;-868;837;-147
-1077691245;-1;-1;1020;210;0;560;-10;-37;1014;-882;826;-139
-1077135059;-1;-1;1019;140;0;490;-9;-37;1007;-883;835;-150
-1076578863;-1;-1;1019;140;0;560;-9;-37;1007;-883;835;-150
-1076022655;-1;-1;1019;140;0;560;-9;-38;1013;-879;837;-141
-1075466473;-1;-1;1020;140;0;560;-10;-39;1014;-879;837;-141
-1074910267;-1;-1;1020;140;0;560;-10;-39;1014;-879;835;-133
-1074354075;-1;-1;1020;210;0;560;-10;-38;1013;-880;831;-148
-1073797883;-1;-1;1020;210;0;560;-10;-38;1013;-880;831;-148
-1073241687;-1;-2;1020;210;0;560;-10;-40;1010;-874;835;-144
-1072685485;-1;-1;1020;210;0;490;-8;-39;1013;-876;829;-147
-1072129297;-1;-1;1020;210;0;490;-8;-39;1013;-876;829;-147
-1071573089;-1;-1;1019;140;0;490;-9;-40;1007;-883;837;-150
-1071016911;0;-1;1019;140;70;560;-9;-39;1011;-883;837;-139
-1070460705;0;-1;1019;140;70;560;-9;-39;1011;-874;834;-139
-1069904501;0;-1;1020;210;0;560;-10;-40;1011;-873;837;-142
-1069348323;0;-1;1020;210;70;560;-10;-40;1011;-873;837;-142
-1068792127;0;0;1019;210;70;560;-9;-40;1015;-880;835;-147
-1068235925;0;-1;1019;140;0;490;-11;-41;1010;-885;837;-139
-1067679723;0;-1;1019;140;0;490;-11;-41;1010;-885;837;-139
-1067123531;0;-1;1020;140;0;560;-11;-41;1010;-889;832;-139
-1066567333;0;-2;1020;140;0;560;-11;-41;1010;-870;834;-142
-1066011131;0;-2;1020;140;0;560;-10;-42;1012;-870;834;-142
-1065454951;0;-2;1021;140;70;490;-9;-40;1014;-873;834;-141
-1064898743;0;-2;1021;140;0;560;-9;-40;1014;-873;834;-141
-1064342559;0;-3;1019;140;0;560;-10;-39;1003;-888;841;-138
-1063786357;0;-2;1020;140;0;560;-10;-38;1014;-894;840;-142
-1063230149;0;-2;1020;140;0;560;-10;-38;1014;-894;840;-142
-1062673951;-1;-2;1019;140;0;560;-6;-41;1014;-885;838;-144
-1062117767;0;0;1020;140;0;560;-6;-41;1014;-882;831;-139
-1061561565;0;0;1020;140;0;560;-10;-42;1015;-882;831;-139
-1061005375;-1;-1;1019;210;0;560;-11;-37;1011;-886;835;-139
-1060449177;-1;-1;1019;140;0;490;-11;-37;1011;-885;844;-142
-1059892979;-2;-1;1020;140;0;490;-10;-37;1011;-885;844;-142
-1059336787;-3;-1;1020;140;0;560;-10;-37;1011;-882;835;-144
-1058780587;-3;-1;1020;140;0;560;-8;-38;1016;-882;835;-144
-1058224389;-2;-1;1021;210;0;560;-9;-40;1009;-876;831;-141
-1057668201;-1;-1;1019;210;0;560;-9;-40;1009;-876;828;-142
-1057112001;-1;-1;1019;210;0;560;-8;-39;1008;-876;828;-142
-1056555805;-2;-2;1019;140;0;560;-10;-39;1009;-883;835;-144
-1055999611;-2;-2;1019;140;70;490;-10;-39;1009;-885;831;-144
-1055443421;-1;-1;1020;140;70;490;-8;-37;1013;-885;831;-144
-1054887217;-1;-1;1020;210;70;490;-8;-37;1013;-885;837;-142
-1054331031;-1;-1;1020;210;70;490;-9;-39;1016;-885;837;-147
-1053774819;0;-1;1020;140;70;490;-9;-40;1009;-889;831;-147
-1053218621;0;-1;1019;140;70;490;-9;-40;1009;-882;838;-141
-1052662427;0;-1;1019;140;70;490;-10;-38;1011;-882;838;-141
-1052106235;0;-1;1020;210;0;490;-10;-38;1011;-877;838;-142
-1051550043;0;-1;1020;210;0;490;-9;-40;1015;-883;837;-135
-1050993835;1;-1;1021;140;0;490;-10;-43;1010;-883;837;-135
-1050437643;0;-1;1020;140;70;490;-10;-43;1010;-886;832;-136
-1049881451;0;-1;1020;140;70;490;-9;-39;1010;-886;835;-136
-1049325267;0;-1;1018;210;0;490;-10;-40;1011;-886;835;-136
-1048769063;0;-1;1018;210;0;560;-10;-40;1011;-876;837;-135
-1048212855;0;-2;1020;210;0;560;-10;-40;1008;-876;837;-135
-1047656669;0;-1;1020;210;0;560;-10;-40;1008;-886;829;-148
-1047100483;0;-1;1020;210;0;560;-10;-39;1018;-886;834;-145
-1046544275;0;-1;1021;210;0;490;-8;-39;1013;-886;834;-145
-1045988079;0;-1;1019;140;0;560;-8;-39;1013;-886;838;-148
-1045431887;0;-1;1019;140;0;560;-10;-39;1015;-883;829;-153
-1044875679;0;-2;1019;140;0;560;-10;-39;1015;-883;829;-153
-1044319493;0;-2;1019;210;0;560;-9;-39;1013;-880;835;-133
-1043763307;0;-1;1019;210;0;560;-9;-38;1010;-880;835;-139
-1043207099;-1;0;1019;210;0;560;-9;-38;1010;-880;835;-139
-1042650907;-1;0;1019;210;0;560;-9;-38;1014;-880;838;-139
-1042094701;-1;0;1020;210;0;490;-9;-40;1012;-880;838;-139
-1041538513;-2;-2;1019;140;0;490;-9;-40;1012;-883;834;-133
-1040982327;-2;-2;1019;140;0;490;-11;-40;1012;-883;828;-144
-1040426123;-1;-1;1020;210;0;490;-11;-40;1012;-883;828;-144
-1039869923;-1;-1;1020;210;0;490;-10;-36;1011;-879;846;-133
-1039313729;-2;-2;1020;210;0;490;-9;-40;1015;-886;837;-136
-1038757533;-2;-1;1020;210;0;490;-9;-40;1015;-886;837;-136
-1038201341;-2;-1;1020;210;0;490;-10;-39;1014;-876;834;-138
-1037645135;-1;0;1020;140;0;490;-10;-39;1014;-876;834;-145
-1037088943;-1;0;1020;210;0;490;-10;-36;1011;-880;838;-145
-1036532749;0;0;1020;210;0;490;-10;-39;1010;-874;835;-139
-1035976563;0;0;1020;210;0;560;-10;-39;1010;-874;835;-139
-1035420367;0;0;1020;210;0;560;-11;-40;1016;-876;841;-150
-1034864163;1;-1;1020;140;0;560;-9;-43;1008;-876;831;-138
-1034307967;0;-1;1020;140;0;490;-9;-43;1008;-876;831;-138
-1033751761;0;-1;1020;140;0;490;-10;-40;1012;-882;837;-141
-1033195575;0;-2;1019;140;0;560;-10;-40;1012;-879;834;-144
-1032639381;0;-2;1020;140;0;490;-10;-41;1006;-879;834;-144
-1032083175;0;-1;1020;140;0;490;-10;-40;1012;-885;831;-141
-1031526979;0;-2;1020;140;0;490;-10;-40;1012;-885;831;-141
-1030970785;0;-2;1020;140;0;490;-10;-40;1011;-876;831;-144
-1030414589;0;-1;1020;140;0;490;-10;-40;1011;-885;838;-147
-1029858387;0;-2;1020;210;0;490;-9;-39;1013;-885;838;-147
-1029302197;0;-2;1020;210;0;490;-9;-40;1013;-883;835;-144
-1028746001;0;-1;1019;210;0;490;-9;-40;1013;-883;837;-145
-1028189813;0;-1;1019;210;0;560;-8;-38;1012;-883;837;-145
-1027633611;-1;-2;1020;210;0;560;-9;-40;1008;-874;849;-142
-1027077417;-2;-2;1019;210;0;490;-9;-40;1008;-877;831;-142
-1026521231;-2;-2;1019;210;0;490;-10;-37;1010;-877;831;-142
-1025965025;-2;-2;1020;210;0;560;-10;-37;1010;-880;837;-139
-1025408831;-1;-1;1021;140;0;560;-10;-39;1013;-880;837;-139
-1024852627;-1;-1;1021;140;0;560;-10;-36;1014;-882;835;-141
-1024296439;-1;-1;1020;140;0;560;-10;-36;1014;-885;844;-145
-1023740235;-1;-1;1020;210;70;560;-10;-40;1009;-885;844;-145
-1023184041;-1;-2;1018;210;70;560;-10;-40;1009;-879;835;-136
-1022627849;-1;-1;1020;210;0;560;-8;-40;1015;-880;844;-147
-1022071645;-1;-1;1020;210;0;560;-11;-39;1015;-880;844;-147
-1021515465;0;-2;1021;210;0;490;-11;-39;1015;-883;837;-139
-1020959261;0;-1;1020;140;0;490;-9;-41;1012;-883;838;-141
-1020403069;0;-1;1020;140;0;490;-10;-40;1010;-876;838;-141
-1019846861;0;-1;1020;140;0;560;-10;-40;1010;-882;837;-142
-1019290683;0;-1;1020;210;70;490;-9;-40;1013;-882;837;-142
-1018734473;0;-2;1019;210;70;490;-9;-40;1013;-880;828;-138
-1018178283;0;0;1020;210;0;490;-9;-39;1014;-885;843;-130
-1017622085;0;0;1020;210;0;490;-9;-40;1013;-885;843;-130
-1017065893;0;-1;1020;210;0;560;-9;-40;1013;-877;835;-138
-1016509697;0;-1;1019;140;0;560;-10;-39;1009;-876;832;-139
-1015953495;0;-1;1019;140;0;560;-10;-39;1009;-876;832;-139
-1015397299;0;-1;1020;140;0;490;-9;-41;1012;-883;841;-139
-1014841107;0;-1;1020;140;0;490;-10;-42;1012;-883;841;-139
-1014284899;-1;-1;1020;140;0;490;-10;-42;1012;-877;834;-142
-1013728717;0;-1;1021;140;0;490;-9;-40;1014;-880;844;-138
-1013172519;0;-1;1021;140;0;490;-9;-40;1009;-880;844;-138
-1012616317;-1;0;1019;140;0;560;-9;-40;1009;-886;829;-139
-1012060123;-1;0;1019;140;0;490;-10;-37;1011;-883;825;-145
-1011503931;-1;-1;1019;140;0;490;-10;-37;1011;-883;825;-145
-1010947743;-1;-1;1020;140;0;490;-10;-37;1010;-880;837;-139
-1010391541;-1;-1;1020;140;0;490;-10;-38;1013;-880;837;-136
-1009835343;0;0;1019;140;0;560;-10;-38;1013;-888;837;-136
-1009279141;-1;-1;1019;140;0;560;-10;-38;1010;-883;838;-148
-1008722959;-1;-1;1019;140;0;560;-10;-38;1010;-883;838;-148
-1008166745;0;-2;1020;140;0;490;-8;-37;1013;-880;835;-135
-1007610553;0;-2;1020;140;0;490;-10;-40;1012;-876;829;-139
-1007054371;-1;-2;1020;140;0;490;-10;-40;1012;-876;829;-139
-1006498169;0;-1;1020;210;-70;490;-9;-39;1013;-892;834;-133
-1005941965;0;-1;1020;210;-70;490;-9;-38;1012;-868;837;-130
-1005385781;0;-1;1020;210;0;560;-9;-38;1012;-868;837;-130
-1004829581;0;-1;1020;210;70;560;-9;-40;1012;-876;840;-136
-1004273385;0;-1;1020;210;70;560;-9;-40;1012;-876;840;-142
-1003717195;0;0;1021;140;0;560;-9;-40;1016;-885;844;-142
-1003160985;0;0;1021;140;0;490;-11;-37;1015;-877;834;-139
-1002604787;1;-1;1020;140;0;490;-11;-37;1015;-877;834;-139
-1002048589;0;0;1019;140;0;560;-10;-40;1014;-892;838;-141
-1001492405;0;0;1019;140;0;560;-10;-40;1014;-888;832;-138
-1000936215;0;-2;1019;140;0;560;-9;-40;1014;-888;832;-138
-1000380011;0;0;1020;210;0;560;-8;-41;1012;-874;829;-141
-999823809;0;0;1020;210;0;560;-8;-41;1012;-888;835;-144
-999267619;0;-1;1020;210;0;560;-11;-40;1011;-888;835;-144
-998711425;0;-1;1020;140;0;560;-9;-38;1009;-870;832;-144
-998155223;0;-1;1019;140;0;560;-9;-38;1009;-870;832;-144
-997599031;0;-2;1020;140;0;560;-9;-44;1011;-880;844;-135
-997042829;0;-2;1020;140;0;560;-9;-44;1011;-883;849;-133
-996486627;0;-1;1020;210;0;560;-10;-39;1016;-883;849;-133
-995930443;0;-2;1020;140;70;560;-8;-37;1008;-874;843;-133
-995374235;-1;-2;1020;140;70;560;-8;-37;1008;-873;832;-141
-994818043;-1;-1;1018;210;0;560;-9;-37;1015;-873;832;-141
-994261845;-1;-1;1018;210;0;490;-9;-37;1015;-885;838;-133
-993705665;-1;0;1021;210;0;490;-10;-39;1013;-876;837;-138
-993149463;-1;0;1020;140;0;490;-10;-36;1011;-876;837;-138
-992593269;-1;0;1020;140;0;490;-10;-36;1011;-879;837;-133
-992037079;-2;-2;1019;140;70;490;-10;-39;1011;-879;837;-133
-991480865;-2;-2;1019;210;0;490;-8;-39;1015;-876;831;-132
